id,course_id,course_name,course_dept_id,credits,lecture_hours,practical_hours,tutorial_hours,regulation,course_type,REGULATION,Year,SEMESTER,for_dept,teaching_dept
49,AT23321,Computer Aided Machine Drawing Laboratory,Automobile Engineering,2,0,4,0,2023,Laboratory,2023,2,4,Mechanical Engineering,Mechanical Engineering
50,AT23331,Automotive Engines,Automobile Engineering,4,3,2,0,2023,LOT,2023,2,3,Automobile Engineering,Automobile Engineering
51,AT23332,Applied Thermodynamics,Automobile Engineering,4,2,2,1,2023,LOT,2023,2,3,Automobile Engineering,Automobile Engineering
52,AT23333,Strength of Materials for Automobile Engineers,Automobile Engineering,4,2,2,1,2023,LOT,2023,2,3,Automobile Engineering,Automobile Engineering
53,AT23334,Production Technology - II,Automobile Engineering,4,3,2,0,2023,LOT,2023,2,3,Automobile Engineering,Automobile Engineering
54,AT23411,Electric and Hybrid Vehicles - I,Automobile Engineering,3,3,0,0,2023,Theory,2023,2,4,Automobile Engineering,Automobile Engineering
55,AT23412,Engineering Materials and Metallurgy,Automobile Engineering,3,3,0,0,2023,Theory,2023,2,4,Mechanical Engineering,Mechanical Engineering
56,AT23431,Automotive Drive Line and Chassis,Automobile Engineering,4,3,2,0,2023,LOT,2023,2,4,Automobile Engineering,Automobile Engineering
57,AT23432,Fluid Mechanics and Machinery for Automobile Engineers,Automobile Engineering,4,2,2,1,2023,LOT,2023,2,4,Automobile Engineering,Automobile Engineering
58,AT23433,Theory of Machines,Automobile Engineering,4,2,2,1,2023,LOT,2023,2,4,Automobile Engineering,Automobile Engineering
59,AT23511,Machine Design,Automobile Engineering,3,2,0,1,2023,Theory,2023,3,5,Robotics & Automation,Robotics & Automation
60,AT23521,Two and Three wheelers Laboratory,Automobile Engineering,1,0,2,0,2023,Laboratory,2023,3,5,Automobile Engineering,Automobile Engineering
61,AT23522,Computer Aided Vehicle Design Data Characteristics Laboratory,Automobile Engineering,1,0,2,0,2023,Laboratory,2023,3,5,Automobile Engineering,Automobile Engineering
62,AT23531,Automotive Electrical and Electronics,Automobile Engineering,4,3,2,0,2023,LOT,2023,3,5,Automobile Engineering,Automobile Engineering
63,AT23532,Electric and Hybrid Vehicles - II,Automobile Engineering,4,3,2,0,2023,LOT,2023,3,5,Automobile Engineering,Automobile Engineering
64,AT23621,Design Thinking and Innovation for Automobile Engineers,Automobile Engineering,2,0,4,0,2023,Laboratory,2023,3,6,Automobile Engineering,Automobile Engineering
65,AT23631,Automotive System Design,Automobile Engineering,4,2,2,1,2023,LOT,2023,3,6,Automobile Engineering,Automobile Engineering
66,AT23632,Vehicle Dynamics,Automobile Engineering,4,2,2,1,2023,LOT,2023,3,6,Automobile Engineering,Automobile Engineering
67,AT23633,Automotive Fuels and Lubricants,Automobile Engineering,4,3,2,0,2023,LOT,2023,3,6,Automobile Engineering,Automobile Engineering
