id,course_id,course_name,course_dept_id,credits,lecture_hours,practical_hours,tutorial_hours,regulation,course_type,REGULATION,Year,SEMESTER,for_dept,teaching_dept
68,AT23711,Automotive Pollution and Control,Automobile Engineering,3,3,0,0,2023,Theory,2023,4,7,Automobile Engineering,Automobile Engineering
69,AT23712,Intelligent Vehicle System,Automobile Engineering,3,3,0,0,2023,Theory,2023,4,7,Automobile Engineering,Automobile Engineering
70,AT23713,Automotive Safety,Automobile Engineering,3,3,0,0,2023,Theory,2023,4,7,Automobile Engineering,Automobile Engineering
71,AT23721,AI and ML for Automobile Engineers,Automobile Engineering,2,0,4,0,2023,LOT,2023,4,7,Automobile Engineering,Automobile Engineering
72,AT23722,Vehicle Maintenance Laboratory,Automobile Engineering,1,0,2,0,2023,Laboratory,2023,4,7,Automobile Engineering,Automobile Engineering
73,AT23723,Computer Aided Analysis laboratory,Automobile Engineering,1,0,2,0,2023,Laboratory,2023,4,7,Automobile Engineering,Automobile Engineering
74,AT23821,Project Work,Automobile Engineering,10,0,20,0,2023,Laboratory,2023,4,8,Mechanical Engineering,Mechanical Engineering
75,BA23212,Fundamentals of Economics,Computer Science & Business Systems,2,2,0,0,2023,Theory,2023,1,2,Computer Science & Business Systems,MBA
76,BA23412,Fundamentals of Management,Computer Science & Business Systems,2,2,0,0,2023,Theory,2023,2,4,Computer Science & Business Systems,Computer Science & Business Systems
77,BA23511,Principles of Financial Management,Computer Science & Business Systems,2,2,0,0,2023,Theory,2023,3,5,Computer Science & Business Systems,Computer Science & Engineering
78,BA23512,Fundamentals of Accounting,Computer Science & Business Systems,3,3,0,0,2023,Theory,2023,2,4,Computer Science & Engineering,Computer Science & Engineering
79,BA23611,Financial and Cost Accounting,Computer Science & Business Systems,2,2,0,0,2023,Theory,2023,3,6,Computer Science & Business Systems,MBA
80,BA23612,Business Strategy,Computer Science & Business Systems,2,2,0,0,2023,Theory,2023,3,6,Computer Science & Business Systems,MBA
81,BM23231,Electric Circuits and Machines,Biomedical Engineering,4,3,2,0,2023,LOT,2023,1,2,Biomedical Engineering,Biomedical Engineering
82,BM23311,Human Anatomy and Physiology,Biomedical Engineering,3,3,0,0,2023,Theory,2023,2,3,Biomedical Engineering,Biomedical Engineering
83,BM23312,Biomedical Instrumentation,Biomedical Engineering,3,3,0,0,2023,Theory,2023,2,3,Biomedical Engineering,Biomedical Engineering
84,BM23313,Biochemical Science,Biomedical Engineering,3,3,0,0,2023,Theory,2023,2,3,Biomedical Engineering,Biomedical Engineering
85,BM23321,Biochemistry and Physiology Laboratory,Biomedical Engineering,2,0,4,0,2023,Laboratory,2023,2,3,Biomedical Engineering,Biomedical Engineering
86,BM23322,Biomedical Instrumentation Laboratory,Biomedical Engineering,2,0,4,0,2023,Laboratory,2023,2,3,Biomedical Engineering,Biomedical Engineering
87,BM23331,Electronic Devices & Circuits,Biomedical Engineering,4,3,2,0,2023,LOT,2023,2,3,Biomedical Engineering,Biomedical Engineering
88,BM23332,Sensors and Measurements,Biomedical Engineering,3,2,2,0,2023,LOT,2023,2,3,Biomedical Engineering,Biomedical Engineering
89,BM23411,Analog and Digital Integrated Circuits,Biomedical Engineering,3,3,0,0,2023,Theory,2023,2,4,Biomedical Engineering,Biomedical Engineering
90,BM23412,Principles of Communication Systems,Biomedical Engineering,3,3,0,0,2023,Theory,2023,2,4,Biomedical Engineering,Biomedical Engineering
91,BM23421,Analog and Digital Integrated Circuits Laboratory,Biomedical Engineering,2,0,4,0,2023,Laboratory,2023,2,4,Biomedical Engineering,Biomedical Engineering
92,BM23422,PCB Design Laboratory,Biomedical Engineering,1,0,2,0,2023,Laboratory,2023,2,4,Biomedical Engineering,Biomedical Engineering
93,BM23431,Pathology and Microbiology,Biomedical Engineering,3,2,2,0,2023,LOT,2023,2,4,Biomedical Engineering,Biomedical Engineering
94,BM23511,Biocontrol systems,Biomedical Engineering,3,3,0,0,2023,Theory,2023,3,5,Biomedical Engineering,Biomedical Engineering
95,BM23512,Diagnostic and Therapeutic Equipment,Biomedical Engineering,3,3,0,0,2023,Theory,2023,3,5,Biomedical Engineering,Biomedical Engineering
96,BM23521,Diagnostic and Therapeutic Equipment Laboratory,Biomedical Engineering,2,0,4,0,2023,Laboratory,2023,3,5,Biomedical Engineering,Biomedical Engineering
97,BM23531,Signals and Systems Analysis,Biomedical Engineering,3,1,2,1,2023,LOT,2023,3,5,Biomedical Engineering,Biomedical Engineering
98,BM23532,Microcontroller and Embedded System Design,Biomedical Engineering,4,3,2,0,2023,LOT,2023,3,5,Biomedical Engineering,Biomedical Engineering
99,BM23611,Radiological Equipment,Biomedical Engineering,3,3,0,0,2023,Theory,2023,3,6,Biomedical Engineering,Biomedical Engineering
100,BM23612,Biomechanics,Biomedical Engineering,4,3,0,1,2023,Theory,2023,3,6,Biomedical Engineering,Biomedical Engineering
101,BM23621,Medical Industrial Training,Biomedical Engineering,1,0,2,0,2023,Laboratory,2023,3,6,Biomedical Engineering,Biomedical Engineering
102,BM23631,Biosignal Processing,Biomedical Engineering,3,1,2,1,2023,LOT,2023,3,6,Biomedical Engineering,Biomedical Engineering
103,BM23632,Physiological Modeling Laboratory,Biomedical Engineering,2,1,2,0,2023,LOT,2023,3,6,Biomedical Engineering,Biomedical Engineering
104,BM23633,Design thinking for Innovation in Biomedical Engineering,Biomedical Engineering,2,1,2,0,2023,LOT,2023,3,6,Biomedical Engineering,Biomedical Engineering
105,BM23711,Comprehension In Biomedical Engineering,Biomedical Engineering,1,1,0,0,2023,Theory,2023,4,7,Biomedical Engineering,Biomedical Engineering
106,BM23721,Artificial Intelligence and Machine learning for Biomedical Engineering,Biomedical Engineering,2,0,4,0,2023,LOT,2023,4,7,Biomedical Engineering,Biomedical Engineering
107,BM23722,Project Work (Phase - I),Biomedical Engineering,3,0,6,0,2023,Laboratory,2023,4,7,Robotics & Automation,Robotics & Automation
108,BM23723,Hospital Training,Biomedical Engineering,1,0,2,0,2023,Laboratory,2023,4,7,Biomedical Engineering,Biomedical Engineering
109,BM23731,Medical Image Processing,Biomedical Engineering,4,2,2,1,2023,LOT,2023,4,7,Biomedical Engineering,Biomedical Engineering
110,BM23821,Project Work (Phase - II),Biomedical Engineering,8,0,16,0,2023,Laboratory,2023,4,8,Robotics & Automation,Robotics & Automation
111,BT23131,Microbiology,Biotechnology,4,2,4,0,2023,LOT,2023,1,1,Biotechnology,Biotechnology
112,BT23211,Biochemistry,Biotechnology,3,3,0,0,2023,Theory,2023,1,2,Biotechnology,Biotechnology
113,BT23221,Biochemistry Laboratory,Biotechnology,2,0,4,0,2023,Laboratory,2023,1,2,Biotechnology,Biotechnology
114,BT23311,Enzyme Technology and Biotransformations,Biotechnology,3,3,0,0,2023,Theory,2023,2,3,Biotechnology,Biotechnology
115,BT23312,Stoichiometry and Fluid Mechanics,Biotechnology,3,3,0,1,2023,Theory,2023,2,3,Biotechnology,Biotechnology
116,BT23313,Molecular Biology,Biotechnology,3,3,3,0,2023,Theory,2023,2,3,Biotechnology,Biotechnology
117,BT23314,Cell Biology,Biotechnology,3,3,0,0,2023,Theory,2023,2,3,Biotechnology,Biotechnology
118,BT23321,Basic Food and Enzyme Technology Laboratory,Biotechnology,1,0,2,0,2023,Laboratory,2023,2,3,Biotechnology,Biotechnology
119,BT23331,Analytical Techniques in Biotechnology,Biotechnology,3,2,2,0,2023,LOT,2023,2,3,Biotechnology,Biotechnology
120,BT23411,Food Biotechnology,Biotechnology,3,3,0,0,2023,Theory,2023,2,4,Biotechnology,Biotechnology
121,BT23412,Genetic Engineering,Biotechnology,3,3,0,0,2023,Theory,2023,2,4,Biotechnology,Biotechnology
122,BT23413,Thermodynamics and Heat transfer,Biotechnology,3,3,0,1,2023,Theory,2023,2,4,Biotechnology,Biotechnology
123,BT23414,Basic Industrial Biotechnology,Biotechnology,3,3,0,0,2023,Theory,2023,2,4,Biotechnology,Biotechnology
124,BT23421,Chemical Engineering Laboratory for Biotechnologists,Biotechnology,2,0,4,0,2023,Laboratory,2023,2,4,Biotechnology,Biotechnology
125,BT23422,Molecular Biology and Genetic Engineering Laboratory,Biotechnology,2,0,4,0,2023,Laboratory,2023,2,4,Biotechnology,Biotechnology
126,BT23511,Bioprocess Principles,Biotechnology,3,3,0,0,2023,Theory,2023,3,5,Biotechnology,Biotechnology
127,BT23512,Bioinformatics,Biotechnology,3,3,0,0,2023,Theory,2023,3,5,Biotechnology,Biotechnology
128,BT23513,Separation Process Principles,Biotechnology,3,3,0,1,2023,Theory,2023,3,5,Biotechnology,Biotechnology
129,BT23521,Bioprocess Laboratory- I,Biotechnology,2,0,4,0,2023,Laboratory,2023,3,5,Biotechnology,Biotechnology
130,BT23522,Bioinformatics Laboratory,Biotechnology,2,0,4,0,2023,Laboratory,2023,3,5,Biotechnology,Biotechnology
131,BT23611,Bioprocess Technology,Biotechnology,3,3,0,0,2023,Theory,2023,3,6,Biotechnology,Biotechnology
132,BT23612,Chemical Reaction Engineering,Biotechnology,3,3,0,0,2023,Theory,2023,3,6,Biotechnology,Biotechnology
133,BT23621,Bioprocess Laboratory II,Biotechnology,2,0,4,0,2023,Laboratory,2023,3,6,Biotechnology,Biotechnology
134,BT23622,Innovation and Design Thinking for Biotechnologists,Biotechnology,2,0,4,0,2023,Laboratory,2023,3,6,Biotechnology,Biotechnology
135,BT23623,Numerical Programming for Biotechnologists,Biotechnology,1,0,2,0,2023,Laboratory,2023,3,6,Biotechnology,Biotechnology
136,BT23711,Downstream Processing,Biotechnology,3,3,0,0,2023,Theory,2023,4,7,Biotechnology,Biotechnology
137,BT23712,Immunology,Biotechnology,3,3,0,0,2023,Theory,2023,4,7,Biotechnology,Biotechnology
138,BT23713,Protein Engineering,Biotechnology,3,3,0,0,2023,Theory,2023,4,7,Biotechnology,Biotechnology
139,BT23714,Comprehensive Course for Biotechnologists,Biotechnology,2,2,0,0,2023,Theory,2023,4,7,Biotechnology,Biotechnology
140,BT23721,Downstream Processing Lab,Biotechnology,2,0,4,0,2023,Laboratory,2023,4,7,Biotechnology,Biotechnology
141,BT23722,Immunology lab,Biotechnology,2,0,4,0,2023,Laboratory,2023,4,7,Biotechnology,Biotechnology
142,BT23723,Artificial Intelligence and Machine Learning for Biotechnologist,Biotechnology,2,0,4,0,2023,Laboratory,2023,4,7,Biotechnology,Biotechnology
143,BT23724,Industry Training (2 weeks Training during vacation),Biotechnology,1,0,0,0,2023,Others,2023,4,7,Biotechnology,Biotechnology
144,BT23821,Project Work,Biotechnology,12,0,24,0,2023,Laboratory,2023,4,8,Mechanical Engineering,Mechanical Engineering
145,CB23131,Fundamentals of Computer Science,Computer Science & Business Systems,4,2,4,0,2023,LOT,2023,1,1,Computer Science & Business Systems,Computer Science & Business Systems
146,CB23231,Data Structures &Algorithms,Computer Science & Business Systems,5,2,4,1,2023,LOT,2023,1,2,Computer Science & Business Systems,Computer Science & Business Systems
147,CB23311,Formal Language and Automata Theory,Computer Science & Business Systems,3,3,0,0,2023,Theory,2023,2,3,Computer Science & Business Systems,Computer Science & Engineering
148,CB23312,Computer Organization and Architecture,Computer Science & Business Systems,3,3,0,0,2023,Theory,2023,2,3,Computer Science & Business Systems,Computer Science & Business Systems
149,CB23331,Computational Statistics,Computer Science & Business Systems,4,3,2,0,2023,LOT,2023,2,3,Computer Science & Business Systems,Computer Science & Business Systems
150,CB23332,Software Engineering,Computer Science & Business Systems,4,3,2,0,2023,LOT,2023,2,3,Computer Science & Business Systems,Computer Science & Business Systems
151,CB23333,Database Technology,Computer Science & Business Systems,4,3,2,0,2023,LOT,2023,2,3,Computer Science & Business Systems,Computer Science & Engineering
152,CB23411,"Introduction to Innovation, IP Management and Entrepreneurship",Computer Science & Business Systems,3,3,0,0,2023,Theory,2023,2,4,Computer Science & Business Systems,Computer Science & Engineering
153,CB23431,Operating System Concepts,Computer Science & Business Systems,4,3,2,0,2023,LOT,2023,2,4,Computer Science & Business Systems,Computer Science & Business Systems
154,CB23432,Software Design with UML,Computer Science & Business Systems,3,2,2,0,2023,LOT,2023,2,4,Computer Science & Business Systems,Computer Science & Business Systems
155,CB23433,Analysis of Algorithms and Design,Computer Science & Business Systems,4,2,2,1,2023,LOT,2023,2,4,Computer Science & Business Systems,Computer Science & Engineering
156,CB23521,Design Thinking for Innovation in Computer Science and Business Systems,Computer Science & Business Systems,2,1,2,0,2023,LOT,2023,3,5,Computer Science & Business Systems,Computer Science & Business Systems
157,CB23531,Computer Network Technology,Computer Science & Business Systems,4,3,2,0,2023,LOT,2023,3,5,Computer Science & Business Systems,Computer Science & Business Systems
158,CB23532,Artificial Intelligence,Computer Science & Business Systems,4,3,2,0,2023,LOT,2023,3,5,Computer Science & Business Systems,Computer Science & Business Systems
159,CB23631,Machine Learning,Computer Science & Business Systems,4,2,2,1,2023,LOT,2023,3,6,Computer Science & Business Systems,Computer Science & Engineering
160,CB23632,"Cloud, Micro services and Application",Computer Science & Business Systems,4,2,2,1,2023,LOT,2023,3,6,Computer Science & Business Systems,Computer Science & Business Systems
161,CB23633,Usability Design of Software Applications,Computer Science & Business Systems,3,2,2,0,2023,LOT,2023,3,6,Computer Science & Business Systems,Computer Science & Business Systems
162,CB23721,Project Evaluation I,Computer Science & Business Systems,2,0,4,0,2023,Laboratory,2023,4,7,Computer Science & Business Systems,Computer Science & Business Systems
163,CB23731,Data Visualization Techniques,Computer Science & Business Systems,3,2,2,0,2023,LOT,2023,4,7,Computer Science & Business Systems,Computer Science & Business Systems
164,CB23732,IT Project Management,Computer Science & Business Systems,3,2,2,0,2023,LOT,2023,4,7,Computer Science & Business Systems,Computer Science & Business Systems
165,CB23821,Project Evaluation II,Computer Science & Business Systems,8,0,16,0,2023,Laboratory,2023,4,8,Computer Science & Business Systems,Computer Science & Business Systems
166,CD23111,Design Drawing and Sketching,Computer Science & Design,3,2,0,1,2023,Theory,2023,1,1,Computer Science & Design,Computer Science & Design
167,CD23211,Foundation in Digital StoryTelling,Computer Science & Design,3,3,0,0,2023,Theory,2023,1,2,Computer Science & Design,Computer Science & Design
168,CD23231,Visual Communication Foundations,Computer Science & Design,4,2,4,0,2023,LOT,2023,1,2,Computer Science & Design,Computer Science & Design
169,CD23321,Python Programming for Design,Computer Science & Design,3,0,6,0,2023,Laboratory,2023,2,3,Computer Science & Design,Computer Science & Design
170,CD23331,Design Processes and Perspectives,Computer Science & Design,4,3,2,0,2023,LOT,2023,2,3,Computer Science & Design,Computer Science & Design
171,CD23332,UI and UX design,Computer Science & Design,4,2,4,0,2023,LOT,2023,2,3,Computer Science & Design,Computer Science & Design
172,CD23421,Industry Internship (2/4 weeks),Computer Science & Design,1,0,0,0,2023,Others,2023,2,4,Computer Science & Design,Computer Science & Design
173,CD23531,Animation and Graphics,Computer Science & Design,5,2,6,0,2023,LOT,2023,3,5,Computer Science & Design,Computer Science & Design
174,CD23532,Design Thinking for Innovation in Product Development,Computer Science & Design,2,1,2,0,2023,Laboratory,2023,3,5,Computer Science & Design,Computer Science & Design
175,CD23621,"Mobile Application Design and Development Laboratory ",Computer Science & Design,2,0,4,0,2023,Laboratory,2023,3,6,Computer Science & Design,Computer Science & Design
176,CD23622,Animated Educational Content/YouTube videos ,Computer Science & Design,3,0,6,0,2023,Laboratory,2023,3,6,Computer Science & Design,Computer Science & Design
177,CD23631,Game Design and Development,Computer Science & Design,4,2,4,0,2023,LOT,2023,3,6,Computer Science & Design,Computer Science & Design
178,CD23721,Visual Effects,Computer Science & Design,3,0,6,0,2023,Laboratory,2023,4,7,Computer Science & Design,Computer Science & Design
179,CD23722,Capstone Project Phase 1*,Computer Science & Design,4,0,8,0,2023,Laboratory,2023,4,7,Computer Science & Design,Computer Science & Design
180,CD23731,Film Making and Radio Podcasting,Computer Science & Design,3,2,2,0,2023,LOT,2023,4,7,Computer Science & Design,Computer Science & Design
181,CD23821,Capstone Project Phase 2*,Computer Science & Design,6,0,12,0,2023,Laboratory,2023,4,8,Computer Science & Design,Computer Science & Design
182,CE23111,Building Materials,Civil Engineering,3,3,0,0,2023,Theory,2023,1,1,Civil Engineering,Civil Engineering
183,CE23112,Engineering Drawing for Civil Engineers,Civil Engineering,4,2,4,0,2023,Theory,2023,1,1,Civil Engineering,Civil Engineering
184,CE23221,Computer Aided Building Drawing for Civil Engineers,Civil Engineering,2,0,4,0,2023,Laboratory,2023,1,2,Civil Engineering,Civil Engineering
185,CE23311,Strength of Materials I,Civil Engineering,3,3,0,0,2023,Theory,2023,2,3,Civil Engineering,Civil Engineering
186,CE23312,Fluid Mechanics,Civil Engineering,3,3,0,0,2023,Theory,2023,2,3,Civil Engineering,Civil Engineering
187,CE23313,"Construction Techniques, Equipment and Practice",Civil Engineering,3,3,0,0,2023,Theory,2023,2,3,Civil Engineering,Civil Engineering
188,CE23321,Construction Materials Laboratory,Civil Engineering,2,0,4,0,2023,Laboratory,2023,2,3,Civil Engineering,Civil Engineering
189,CE23331,Surveying,Civil Engineering,4,3,2,0,2023,LOT,2023,2,3,Civil Engineering,Civil Engineering
190,CE23411,Strength of Materials II,Civil Engineering,3,3,0,0,2023,Theory,2023,2,4,Civil Engineering,Civil Engineering
191,CE23412,Hydraulics and Irrigation Structures,Civil Engineering,3,3,0,0,2023,Theory,2023,2,4,Civil Engineering,Civil Engineering
192,CE23413,Water Supply Engineering,Civil Engineering,3,3,0,0,2023,Theory,2023,2,4,Civil Engineering,Civil Engineering
193,CE23414,Highway and Railway Engineering,Civil Engineering,3,3,0,0,2023,Theory,2023,2,4,Civil Engineering,Civil Engineering
194,CE23421,Strength of Materials and Hydraulic Engineering Laboratory,Civil Engineering,2,0,4,0,2023,Laboratory,2023,2,4,Civil Engineering,Civil Engineering
195,CE23431,Soil Mechanics,Civil Engineering,4,3,2,0,2023,LOT,2023,2,4,Civil Engineering,Civil Engineering
196,CE23511,Design of Reinforced Concrete Elements,Civil Engineering,4,3,0,1,2023,Theory,2023,3,5,Civil Engineering,Civil Engineering
197,CE23512,Foundation Engineering,Civil Engineering,3,3,0,0,2023,Theory,2023,3,5,Civil Engineering,Civil Engineering
198,CE23513,Waste Water Engineering,Civil Engineering,3,3,0,0,2023,Theory,2023,3,5,Civil Engineering,Civil Engineering
199,CE23521,Water and Waste Water Analysis Laboratory,Civil Engineering,2,0,4,0,2023,Laboratory,2023,3,5,Civil Engineering,Civil Engineering
200,CE23531,Structural Analysis,Civil Engineering,4,3,2,0,2023,LOT,2023,3,5,Civil Engineering,Civil Engineering
201,CE23611,Design of Steel Structures,Civil Engineering,4,3,0,1,2023,Theory,2023,3,6,Civil Engineering,Civil Engineering
202,CE23612,"Construction, Planning,Scheduling and Management",Civil Engineering,3,3,0,0,2023,Theory,2023,3,6,Civil Engineering,Civil Engineering
203,CE23613,Structural Dynamics and Earthquake Engineering,Civil Engineering,3,3,0,0,2023,Theory,2023,3,6,Civil Engineering,Civil Engineering
204,CE23631,Structural Design and Drawing,Civil Engineering,4,3,2,0,2023,LOT,2023,3,6,Civil Engineering,Civil Engineering
205,CE23632,Design Thinking for innovation in Civil Engineering,Civil Engineering,2,1,2,0,2023,Laboratory,2023,3,6,Civil Engineering,Civil Engineering
206,CE23711,"Estimation, Costing and Valuation Engineering",Civil Engineering,3,3,0,0,2023,Theory,2023,4,7,Civil Engineering,Civil Engineering
207,CE23712,Hydrology,Civil Engineering,3,3,0,0,2023,Theory,2023,4,7,Civil Engineering,Civil Engineering
208,CE23721,Building Information Modelling,Civil Engineering,2,0,4,0,2023,Laboratory,2023,4,7,Civil Engineering,Civil Engineering
209,CE23723,Artificial Intelligence and Machine Learning for Civil Engineers,Civil Engineering,2,0,4,0,2023,Others,2023,4,7,Civil Engineering,Civil Engineering
210,CE23821,Project Work,Civil Engineering,6,0,12,0,2023,Laboratory,2023,4,8,Mechanical Engineering,Mechanical Engineering
211,CH23211,Introduction to Chemical Engineering,Chemical Engineering,3,3,0,0,2023,Theory,2023,1,2,Chemical Engineering,Chemical Engineering
212,CH23311,Solid Mechanics,Chemical Engineering,3,2,0,1,2023,Theory,2023,2,3,Chemical Engineering,Chemical Engineering
213,CH23312,Chemical Process Calculations,Chemical Engineering,3,2,0,1,2023,Theory,2023,2,3,Chemical Engineering,Chemical Engineering
214,CH23313,Chemical Process Industries,Chemical Engineering,3,3,0,0,2023,Theory,2023,2,3,Chemical Engineering,Chemical Engineering
215,CH23331,Fluid Mechanics for Chemical Engineers,Chemical Engineering,4,3,2,1,2023,LOT,2023,2,3,Chemical Engineering,Chemical Engineering
216,CH23411,Thermodynamics,Chemical Engineering,3,3,0,0,2023,Theory,2023,2,4,Chemical Engineering,Chemical Engineering
217,CH23412,Heat Transfer,Chemical Engineering,3,3,0,0,2023,Theory,2023,2,4,Chemical Engineering,Chemical Engineering
218,CH23421,Technical Analysis Lab,Chemical Engineering,2,0,4,0,2023,Laboratory,2023,2,4,Chemical Engineering,Chemical Engineering
219,CH23431,Particle science and Technology,Chemical Engineering,4,3,2,0,2023,LOT,2023,2,4,Chemical Engineering,Chemical Engineering
220,CH23511,Process Engineering Economics,Chemical Engineering,3,3,0,0,2023,Theory,2023,3,5,Chemical Engineering,Chemical Engineering
221,CH23512,Chemical Engineering Thermodynamics,Chemical Engineering,3,3,0,0,2023,Theory,2023,3,5,Chemical Engineering,Chemical Engineering
222,CH23513,Mass Transfer I,Chemical Engineering,3,3,0,0,2023,Theory,2023,3,5,Chemical Engineering,Chemical Engineering
223,CH23514,Chemical Reaction Engineering I,Chemical Engineering,3,3,0,0,2023,Theory,2023,3,5,Chemical Engineering,Chemical Engineering
224,CH23521,Heat Transfer Lab,Chemical Engineering,2,0,4,0,2023,Laboratory,2023,3,5,Chemical Engineering,Chemical Engineering
225,CH23611,Mass Transfer II,Chemical Engineering,3,3,0,0,2023,Theory,2023,3,6,Chemical Engineering,Chemical Engineering
226,CH23612,Chemical Reaction Engineering II,Chemical Engineering,3,3,0,0,2023,Theory,2023,3,6,Chemical Engineering,Chemical Engineering
227,CH23613,Process Control,Chemical Engineering,3,3,0,0,2023,Theory,2023,3,6,Chemical Engineering,Chemical Engineering
228,CH23614,Process Equipment Design,Chemical Engineering,3,3,0,0,2023,Theory,2023,3,6,Chemical Engineering,Chemical Engineering
229,CH23621,Mass Transfer Lab,Chemical Engineering,2,0,4,0,2023,Laboratory,2023,3,6,Chemical Engineering,Chemical Engineering
230,CH23622,Innovation and Design thinking for Chemical Engineers,Chemical Engineering,2,0,4,0,2023,Laboratory,2023,3,6,Chemical Engineering,Chemical Engineering
231,CH23711,Transport Phenomena,Chemical Engineering,3,3,0,0,2023,Theory,2023,4,7,Chemical Engineering,Chemical Engineering
232,CH23712,Comprehensive Chemical Engineering,Chemical Engineering,3,3,0,0,2023,Theory,2023,4,7,Chemical Engineering,Chemical Engineering
233,CH23713,Computer Applications in Chemical Engineering,Chemical Engineering,3,3,0,0,2023,Theory,2023,4,7,Chemical Engineering,Chemical Engineering
234,CH23714,Process Plant Utilities,Chemical Engineering,3,3,0,0,2023,Theory,2023,4,7,Chemical Engineering,Chemical Engineering
235,CH23721,Chemical Reaction Engineering lab,Chemical Engineering,2,0,4,0,2023,Laboratory,2023,4,7,Chemical Engineering,Chemical Engineering
236,CH23722,Process Control Lab,Chemical Engineering,2,0,4,0,2023,Laboratory,2023,4,7,Chemical Engineering,Chemical Engineering
237,CH23723,Artificial Intelligence and Machine Learning for Chemical Engineers,Chemical Engineering,2,0,4,0,2023,Laboratory,2023,4,7,Chemical Engineering,Chemical Engineering
238,CH23811,Project Work,Chemical Engineering,12,0,24,0,2023,Laboratory,2023,4,8,Mechanical Engineering,Mechanical Engineering
239,CR19P62,Microfluidics Laboratory,Computer Science & Engineering (Cyber Security),2,0,4,0,2023,Laboratory,2023,3,6,Food Technology,Food Technology
240,CR23331,Cryptography,Computer Science & Engineering (Cyber Security),4,3,2,0,2023,LOT,2023,2,3,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security)
241,CR23431,Network Security,Computer Science & Engineering (Cyber Security),4,3,2,0,2023,LOT,2023,2,4,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security)
242,CR23432,Design Thinking for Innovation in Computer Science,Computer Science & Engineering (Cyber Security),2,1,2,0,2023,LOT,2023,2,4,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security)
243,CR23531,Ethical Hacking,Computer Science & Engineering (Cyber Security),4,3,2,0,2023,LOT,2023,3,5,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security)
244,CR23532,Cyber and Digital Forensics,Computer Science & Engineering (Cyber Security),4,3,2,0,2023,LOT,2023,3,5,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security)
245,CR23611,Cyber Laws and Security Policies,Computer Science & Engineering (Cyber Security),3,3,0,0,2023,Theory,2023,3,6,Computer Science & Engineering (Cyber Security),MBA
246,CR23631,Malware Analysis,Computer Science & Engineering (Cyber Security),4,3,2,0,2023,LOT,2023,3,6,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security)
247,CR23632,Blockchain Technologies,Computer Science & Engineering (Cyber Security),4,3,2,0,2023,LOT,2023,3,6,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security)
248,CR23721,Project Work (Phase - I),Computer Science & Engineering (Cyber Security),3,0,6,0,2023,Laboratory,2023,4,7,Robotics & Automation,Robotics & Automation
249,CR23731,Blockchain Development in Hyper ledger Fabric,Computer Science & Engineering (Cyber Security),3,2,2,0,2023,LOT,2023,4,7,Computer Science & Engineering (Cyber Security),Computer Science & Engineering (Cyber Security)
250,CR23821,Project Work (Phase - II),Computer Science & Engineering (Cyber Security),6,0,12,0,2023,Laboratory,2023,4,8,Robotics & Automation,Robotics & Automation
251,CR23P51,Microfluidics Laboratory,Computer Science & Engineering (Cyber Security),1,0,2,0,2023,Laboratory,2023,3,6,Food Technology,Food Technology
252,CR23P62,Microfluidics Laboratory,Computer Science & Engineering (Cyber Security),1,0,2,0,2023,Laboratory,2023,3,6,Food Technology,Food Technology
253,CS23221,Python Programming Lab,Computer Science & Engineering,2,0,4,0,2023,Laboratory,2023,1,2,Information Technology,Information Technology
254,CS23231,Data Structures,Computer Science & Engineering,5,3,4,0,2023,LOT,2023,1,2,Information Technology,Information Technology
255,CS23232,Fundamentals of Data Structures using C,Computer Science & Engineering,5,3,4,0,2023,LOT,2023,1,2,Biomedical Engineering,Computer Science & Engineering
256,CS23311,Computer Architecture,Computer Science & Engineering,3,3,0,0,2023,Theory,2023,2,3,Computer Science & Engineering,Computer Science & Engineering
257,CS23331,Design and Analysis of Algorithms,Computer Science & Engineering,4,3,2,0,2023,LOT,2023,2,3,Information Technology,Information Technology
258,CS23332,Database Management Systems,Computer Science & Engineering,5,3,4,0,2023,LOT,2023,2,3,Information Technology,Information Technology
259,CS23333,Object Oriented Programming Using JAVA,Computer Science & Engineering,4,1,6,0,2023,LOT,2023,2,3,Information Technology,Information Technology
260,CS23334,Fundamentals of Data Science,Computer Science & Engineering,4,3,2,0,2023,LOT,2023,2,3,Computer Science & Engineering,Computer Science & Engineering
261,CS23336,Introduction to Python Programming,Computer Science & Engineering,3,1,4,0,2023,LOT,2023,2,3,Electronics & Communication Engineering,Computer Science & Engineering
262,CS23411,Python Programming for Machine Learning,Computer Science & Engineering,3,1,4,0,2023,LOT,2023,2,3,Robotics & Automation,Robotics & Automation
